Show,Sentiment,Review
It's Always Sunny in Philadelphia,1,"That's also why we love the Reynolds. There's something human about being a dysfunctional mess, that will never go out of style."
A Very English Scandal,1,"""A Very English Scandal"" is a dazzling three hours and in pace and potency puts ""The Crown"" to shame."
Good Sam,0,I'm as game as the next fan for a new House. This just isn't there yet.
Outer Range,1,"Everything's heavy and dark and serious, and it can be exhausting... The fantastical properties of this situation interests me... but they only give you a little bit per episode."
Defending Jacob,1,"Defending Jacob has merits. It's unhurried to the point of being dourly focused, and it looks stunning."
The Mist,1,"This Spike TV show takes just as much interest in the reactions of seemingly sane folk to imminent danger as the nature of that danger itself, pairing the chills of horror with a considered psychological component."
Mr. Robot,1,"Long story short, I couldn't look away."
Sex Education,1,"It'll make you laugh, it'll make you cry, and even after eight (almost) hour-long episodes, it'll somehow still leave you wanting more."
The Undoing,0,"Indeed, the show seems to relish the disorder that the Frasers cause in other people's lives, the pain they mete out. Throughout it all, the family remains static: glamorous, somehow still in control."
The Stand,1,"This new version of The Stand is off to an intriguing start, whether you're a fan of the book or not."
Angelyne,1,"Where Angelyne most succeeds, however, is when it echoes the same carefully constructed campiness of its subject rather than try to create gravitas from the ground up."
The Afterparty,1,"That trio of episodes, in addition to being frequently hilarious and clever, illustrates what sets the series apart: Each serving, while focusing on one character, also plays with a film genre, such as action or romantic comedy."
Arcane: League of Legends,1,"Even if you have no interest in picking up any kind of gaming console, do yourself a favor and give Arcane a try."
The Shrink Next Door,1,Rudd's boyish charisma is so pervasive he almost makes you believe there's affection for Marty beneath Dr. Ike's passive-aggressive manipulations...
Barry,1,"Season 3 is every bit as high-octane, uproarious, and unhinged as ever — and the dark part of this dark comedy is slowly closing in."
Mythic Quest,1,"After a season introducing the cast and trying out different dynamics, Season 2 sees the writing team pulling almost all the right levers."
What If...?,1,"The story, animation style and short running time don't always come together, but the first three episode still showcase a very exciting creative swing for Marvel."
The Good Wife,1,The Good Wife ended emphatically Sunday. There could be no doubt of that.
The Umbrella Academy,1,"The talent it takes to balance the varying tones and madness of The Umbrella Academy is vast. And then there is such tenderness, so much love that bleeds but glows at the precipice of disaster."
Mad Men,1,I find it fascinating to watch this show push around the concept of identity in regards to this ensemble.
Freaks and Geeks,1,"During its short but perfectly formed run, it forced its audience to laugh through the awkwardness of adolescence."
Marvel's Agent Carter,1,These first two episodes were pretty fun. And they didn't mention Captain America once!
Succession,0,"I come not to bury ""Succession"" nor to praise it, but to perpetually hope it will take up that messy space between paranoia and performative nonchalance."
X-Men,1,"The show always left me wanting more, wondering what happened next. It wasn't so much on the storyline of the week but rather how events tied into the bigger picture and throughout seasons and, even, beyond."
The Haunting of Hill House,1,"There's something in the air ahead of a Flanagan scare. You know it's coming, but not from where. And that tension gnaws at you, curdling your stomach, pulling your fingertips to your agape mouth and maybe up over your wide eyes. It's a divine thrill."
Halo,0,"The video game Halo excelled at letting players become the hero  with the new Halo TV series, audiences are instead saddled with a series devoid of a soul."
The Sex Lives of College Girls,1,"The core four work beautifully together, and the college setting makes the stuck-togetherness of such different personalities feel believable."
WandaVision,1,"WandaVision is tremendously entertaining, weird, fun, and dark -- which is enough to warrant audiences coming back for more, Marvel fans or not."
Euphoria,1,The show’s power to seduce and alarm also stems from its presentation of a teen life almost completely lacking in adult oversight.
Shadowhunters,1,"As for the loves of my life, aka Magnus and Alec, I'm so happy that we're getting to see their relationship develop more."
Coyote,1,"Binge-bait, and compelling binge-bait at that."
Detroiters,1,"It's a very confident show, relaxed and unhurried and utterly aware of what it's trying to say and why, and that makes it not just funny but also a legitimately great TV program."
Mindhunter,1,"Freed from establishing the rules of its psychological game, Mindhunter proved smarter, looser, and more deeply unsettling [in season 2]."
The Stand,0,"I can see that this concept might have seemed mind-blowing at the time, or mind-blowing at the right time in someone's cultural coming of age, but today, it is pretty old cheese, having been worked over endlessly in the interim."
Little Fires Everywhere,1,"Throw in some classic era-setting choice cuts from the '90s (think Annie Lennox and Counting Crows) and the result is an engaging, addictive, drama-filled watch."
All of Us Are Dead,1,"It's not the lightest weekend binge, but All of Us Are Dead is an immensely satisfying, blood-soaked rollercoaster. Just don't eat while you watch it."
Borgen,1,"It’s a terrific, nuanced portrait of power and its downsides, especially the recognition that, for women in particular, family life does not sit well with a form of governance that nowadays is always “on”."
